TimesH,Frame,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
76.55,76.55,0.0005,0.0004,0.0004,0.0002,0.0005,0.0006,0.0006,0.0008,0.0012,0.0006,0.0004,0.0005,0.0006,0.0007,0.0012,0.0006,0.0011,0.0006,0.0002,0.0001,0.0002,0.0003,0.0005,0.0007,0.0006,0.0006,0.0002,0.0003,0.0003,0.0005,0.0007,0.0006,0.0006,0.0005,0.0001,0.0002,0.0002,0.0007,0.0005,0.0006,0.0008,0.0008,0.0003,0.0002,0.0009,0.0004,0.0004,0.0007,0.0007,0.0005,0.0003,0.0001,0.0003,0.0017,0.001,0.0045,0.0003,0.0006,0.0004,0.0002,0.0004,0.001,0.0007,0.0001,0.0002,0,0.0002,8.06E-05,0.0002,0.0001,0.0002,0.0002,0.0002,0.0004,9.04E-05,0,0.0002,0.0001,0.0002,0,6.39E-05,9.14E-05,0.0002,0.0001,0.0003,7.57E-05,0.0003,0,0.0001,1.08E-05,0.0003,9.14E-05,0.0002,0.0002,0.0002,0.0001
76.8,76.8,0.0003,0.0001,0.0004,0,0.0005,0.0005,0.0006,0.0007,0.001,0.0014,0.0004,0.0002,0.0002,0.0006,0.0008,0.001,0.0005,0.0005,0.0003,0.0001,0.0003,0.0004,0.0005,0.0007,0.0006,0.0006,0.0003,0.0005,0.0003,0.0011,0.0008,0.0007,0.0002,0.0009,0.0002,7.57E-05,0.0004,0.0004,0.0007,0.0005,0.001,0.0007,0.0003,0.0003,0.0006,0.0004,0.0004,0.0007,0.0006,0.0005,0.0005,0.0002,0.0003,0.002,0.0017,0.0043,0.0006,0.0008,0.0005,0.0003,0.0005,0.0013,0.0007,0.0005,0.0001,0.0002,0.0001,0.0002,0.0002,0.0002,0.0001,0,0.0001,3.54E-05,0.0005,0,0.0003,9.83E-05,0,0.0002,8.65E-05,0.0001,9.44E-05,0.0003,0.0001,0,0.0002,0,0.0006,0.0002,0.0002,6.19E-05,0.0001,0.0002,0.0002,0.0002
77.05,77.05,0.0003,0.0005,4.13E-05,0.0004,0.0003,0.0004,0.0006,0.0006,0.001,0.0009,0.0003,0.0003,0.0004,0.0007,0.001,0.0008,0.0007,0.0007,0.0003,0.0004,0.0002,0.0005,0.0002,0.0007,0.0007,0.0008,5.41E-05,0.0004,0.0002,0.0009,0.0008,0.0008,0.0007,0.0008,0.0003,0.0005,0.0001,0.0009,0.0004,0.0006,0.0011,0.0007,0.0001,0.0007,0.0005,0.0008,0.0004,0.0009,0.0005,0.0005,0.0002,0.0004,5.90E-05,0.0022,0.0014,0.0043,0.0008,0.0007,0.0002,0.0003,7.96E-05,0.0012,0.0006,0.0003,0,8.45E-05,0,7.27E-05,5.70E-05,0,0.0003,0,0,0,0,0,0,3.93E-05,3.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.3,77.3,9.63E-05,0,0,9.63E-05,0,0,5.01E-05,0.0004,0.0006,0.0004,6.49E-05,2.06E-05,0,0.0005,0.0006,0.0003,0.0002,0.0003,0,0,0,0.0002,0.0001,0.0004,0.0004,0.0002,0,1.97E-06,0,0.0005,0.0003,0.0002,0.0003,0.0008,0,0.0003,0,0.0005,0.0002,0.0002,0.0015,0.0002,0,7.08E-05,0,0.0002,4.33E-05,0.0003,0.0004,0.0005,5.80E-05,0.0002,0,0.0016,0.0009,0.0033,0.0001,0.0007,0,2.36E-05,0.0003,0.0009,0.0006,0.0003,0,0,0,6.19E-05,0,0.0002,0.0003,7.86E-06,6.78E-05,0,0.0001,4.62E-05,0.0002,0,0.0003,0,0,0,0.0002,0,0.0001,6.19E-05,0,0.0001,0,0,0.0002,2.06E-05,0.0002,7.47E-05,0.0002,0
77.55,77.55,0.0004,0.0003,0.0001,0,0.0002,0.0001,0.0005,0.0005,0.0008,0.0003,5.60E-05,0.0003,0,0.0007,0.0008,0.0008,0.0011,0.0004,0,0.0003,0.0001,0.0002,0.0003,0.0005,0.0006,0.0004,0.0002,0.0005,0.0002,0.0007,0.0002,0.0005,0.0004,0.0006,0,0.0003,0,0.0003,8.55E-05,0.0002,0.0006,0.0005,0,0.0006,0.0003,0.0004,0.0001,0.0006,0.0006,0.0005,0,0.0001,0,0.0017,0.0011,0.0043,0.0002,0.0007,0.0001,7.08E-05,0.0002,0.0007,0.0003,0.0001,0.0002,0,0,0,0,0.0002,4.91E-05,0.0003,0,0.0003,0.0001,0,0.0001,1.08E-05,3.54E-05,0.0001,0.0002,6.49E-05,0.0002,0,0.0005,5.21E-05,0.0003,0,0.0002,0.0002,0.0005,0,5.11E-05,0.0001,0.0001,0.0003
77.8,77.8,0.0004,0.0003,0.0003,0,0.0003,0.0002,0.0005,0.0002,0.0007,0.0003,0.0001,0,7.37E-05,0.0005,0.0007,0.0007,0.0005,0.0004,0,0.0001,0,0.0002,0.0004,0.0003,0.0009,0.0002,0.0002,0,1.57E-05,0.0008,0.0003,0.0003,0.0002,0.0005,0,0.0003,0.0002,0.0005,0.0005,0.0003,0.001,0.0005,1.28E-05,0.0005,8.45E-05,0.0005,0.0002,0.0006,0.0008,0.0006,0.0003,0.0005,0,0.0019,0.0013,0.004,8.65E-05,0.0003,0,0.0002,3.74E-05,0.0009,0.0005,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.05,78.05,0.0002,2.56E-05,7.86E-05,0,0.0007,0.0004,0.0004,0.0002,0.0011,0.0004,0.0005,0.0002,0.0001,0.0005,0.0007,0.0007,0.0007,0.0008,9.63E-05,0.0002,0.0003,0.0003,0.0007,0.0004,0.0007,0.0003,0.0002,0.0001,9.04E-05,0.0009,0.0007,0.0006,0.0005,0.0006,0.0002,0.0005,6.59E-05,0.0006,0.0004,0.0004,0.0006,0.0003,0,0,0.0001,0.0003,0,0.0006,0.0003,0.0002,0,0,0,0.0023,0.0009,0.0041,0.0002,0.0003,0,0.0002,0,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0003,0,0,0,0,4.42E-05,5.50E-05,0.0003,0,0.0001,0,6.49E-05,0,0.0002,0,8.75E-05,0,8.26E-05,4.42E-05,4.03E-05
78.3,78.3,0.0006,0.0002,0.0003,0.0002,6.78E-05,0.0006,0.0003,0.0005,0.0004,0.0004,3.64E-05,0.0002,0,0.0005,0.001,0.0004,0.0002,6.88E-05,0.0001,0,0,0.0003,0,0.0004,0,0.0004,0,0,0,0.0005,0.0004,0.0005,6.09E-05,0.0006,0,0,0,0.0004,0,0.0002,0.0009,0.0004,0,0.0001,0.0002,8.85E-05,0.0002,3.34E-05,0.0006,0.0003,9.04E-05,0.0002,6.00E-05,0.0019,0.0013,0.0038,0.0002,0.0008,0.0001,0.0001,0.0002,0.0008,0.0008,0,3.24E-05,0,0.0002,1.38E-05,0.0001,0,0.0003,0,0.0002,0,6.39E-05,5.01E-05,0.0001,0.0006,7.27E-05,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.55,78.55,1.28E-05,0.0001,0,0,0.0001,0.0005,0.0004,2.65E-05,0.0009,0,0.0002,0,4.82E-05,0.0005,0.0004,0.0005,0.0004,0.0003,0,0,0,0.0003,0.0003,0.0006,0.0008,0.0003,0.0002,0.0004,0.0001,0.0007,0.0004,0.0005,0.0005,0.0006,0.0002,0.0002,0.0004,0.0008,0.0003,0.0003,0.0009,0.0008,0.0001,0.0006,0.0003,0.0004,0.0002,0.0005,0.0004,0.0004,0.0002,0.0002,4.23E-05,0.0024,0.0009,0.0041,0,0.0003,0.0001,0,0,0.0009,0.0004,0.0002,0,0,4.13E-05,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,8.16E-05,0,0.0001,0,1.47E-05,3.34E-05,0.0002,0,0.0003,0.0001,0,0
78.8,78.8,0.0004,4.23E-05,0.0003,6.98E-05,0.0004,0.0005,0.0005,0.0007,0.0011,0.0006,0.0005,0.0004,0.0003,0.0005,0.0014,0.0005,0.0006,0.0003,0.0001,0.0002,0.0001,4.03E-05,0.0005,4.23E-05,0.0005,0.0003,6.19E-05,0,9.53E-05,0.0004,0.0002,0.0006,0.0002,0.0005,0,0,0,0.0002,0.0001,0.0001,0.0005,0.0003,8.85E-06,0,0,8.65E-05,0,0.0004,7.27E-05,0,9.83E-07,0,0,0.0019,0.0014,0.0038,0.0004,0.0005,0.0001,0,0,0.0009,0.0003,0.0002,0,3.44E-05,0,6.78E-05,0,0,3.15E-05,4.33E-05,1.47E-05,0.0002,0,4.42E-05,0,0.0002,0,1.28E-05,0.0002,3.24E-05,9.83E-07,0.0002,0,9.93E-05,0,0.0002,0,0.0002,0,4.82E-05,0.0002,2.95E-06,5.50E-05,0
79.05,79.05,0.0004,1.57E-05,0.0004,0.0002,5.21E-05,0.0003,0.0002,0.0003,0.0004,0.0002,0,0,0,0.0004,0.0009,0.0004,0.0005,0,1.57E-05,0,0,0.0002,0.0002,0.0001,0.0008,5.60E-05,7.96E-05,0,0,0.0004,0.0004,0,0.0002,0.0004,0,0,0.0003,0.0005,0.0005,0.0003,0.0009,0.0004,0.0004,0.0002,0.0004,0.0001,0.0001,0.0006,0.0004,0.0004,0.0003,0.0002,0.0002,0.0018,0.0014,0.0042,0.0005,0.0005,0.0004,4.82E-05,0.0001,0.0012,0.0006,0.0002,0,0,0,0.0001,3.44E-05,0,0,0,0,0,0,5.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85E-06,0,0
79.3,79.3,3.54E-05,0.0001,0,6.98E-05,0,0.0004,0.0002,0.0003,0.0008,0.0006,4.92E-06,0.0001,0,0.0008,0.0007,0.0005,0.0005,0.0003,6.78E-05,0.0002,8.65E-05,0,0.0003,0.0007,0.0005,0.0005,6.09E-05,0.0002,0.0002,0.0009,0.0009,0.0005,0.0005,0.0005,0.0003,0.0001,0.0004,0.0006,0.0006,0.0002,0.0005,0.0004,0.0003,0,0.0003,6.39E-05,0.0003,0.0009,0.0003,0.0005,0,0,0,0.0014,0.001,0.0037,0.0004,0.0005,0,0,0,0.0008,0.0004,0.0001,0,0,0,0,0,0,0,0,0,0,0,8.85E-05,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,9.63E-05,0,0,0,0,0.0001,0
79.55,79.55,0.0004,0.0002,0.0002,0.0005,3.93E-05,0.0005,0.0008,0.0008,0.0012,0.0005,0.0005,5.80E-05,0.0005,0.0005,0.0013,0.0009,0.0007,0.0005,5.41E-05,0.0003,0,0.0002,0.0007,0.0005,0.0003,0,0,0,0,0.0004,0.0003,0.0001,8.16E-05,0.0003,0,0,0,0,0.0004,0,0.0004,0.0004,0,0.0001,0,0.0005,0,0.0004,0.0002,0.0002,0,0.0001,0.0001,0.0019,0.0007,0.0037,0.0002,0.0004,7.67E-05,8.75E-05,0,0.0008,0.0007,0,9.83E-05,0,0.0001,0,0.0002,0.0001,1.38E-05,0.0002,0,0.0002,0.0003,0,0,0,0.0003,0,0.0003,1.08E-05,0.0002,0,0.0003,0,0.0001,0.0002,0,0,0,0,3.74E-05,0,1.08E-05,1.08E-05
79.8,79.8,0.0002,6.00E-05,0,0,6.88E-05,0,0.0002,0.0002,0.0006,0.0002,0,0,0,0.0005,0.0008,0.0007,0.0003,3.34E-05,0,0,6.19E-05,0,0.0004,0.0003,0.0002,0.0003,3.44E-05,0,0.0004,0.0004,0.0002,0.0003,0.0003,0.0004,0.0001,0,0.0001,0.0002,0.0003,0.0002,0.0007,0.0003,0.0004,0.0001,0.0002,0.0003,0.0001,0.0006,0.0004,0.0003,0.0001,0.0002,0.0003,0.0017,0.0023,0.004,0.0003,0.0007,0.0001,0.0003,0.0001,0.0014,0.0004,0.0004,2.85E-05,0,0,0,0,0,0,0,0,2.56E-05,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0
80.05,80.05,0.0003,0,0,0,0.0002,0.0007,0.0002,0.0005,0.0006,0.0006,0.0002,0.0002,0.0002,0.0005,0.0007,0.0005,0.0008,9.83E-07,8.75E-05,0.0001,0,0.0009,0.0004,0.0006,0.0006,0.0002,0.0004,0.0003,0.0001,0.0006,0.0006,0.0006,0.0005,0.0006,8.85E-05,0.0001,0,0.0004,0.0004,1.67E-05,0.0005,0.0001,0,0.0002,0,0.0003,0.0002,0.0005,0.0002,0.0002,0,2.75E-05,0,0.0018,0.0006,0.0038,0.0001,0.0003,0,0,0,0.0008,0.0003,0,0,0,0.0002,0,0,0,0.0007,0,0,0,0,0,2.85E-05,0,0,0,0.0001,0,0,0,7.08E-05,0,0.0004,0,0.0001,0,0.0002,0,9.53E-05,0.0001,5.21E-05,4.91E-05
80.3,80.3,0.0003,0.0003,0.0003,8.45E-05,0.0004,0.0002,0.0005,0.0003,0.0007,0.0003,0.0002,0.0004,0.0002,0.0004,0.001,0.0007,0.0005,0.0005,0,0.0003,0.0002,6.19E-05,0.0003,0.0002,0.0004,0,0.0001,0,0,0.0006,8.36E-05,0.0002,0.0002,0.0006,0,2.06E-05,0,9.73E-05,0.0003,2.75E-05,0.0007,0.0003,0.0002,3.93E-06,9.93E-05,8.26E-05,0,0.0006,0.0003,0.0003,0,0.0002,3.54E-05,0.0016,0.0011,0.004,0.0002,0.0008,0.0002,0.0005,0.0003,0.0014,0.0005,0.0003,0,0,9.04E-05,0.0002,0,0.0003,0,0.0001,7.18E-05,5.80E-05,0,0,2.26E-05,0.0004,0.0002,0.0001,4.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.55,80.55,0.0002,0,0,0,0,0.0003,5.50E-05,0.0005,0.0005,0.0006,0,0,0,0.0003,0.0006,7.37E-05,0.0006,0,1.57E-05,4.42E-05,0.0001,0,0.0003,0.0003,0.0007,0,0.0002,3.44E-05,0.0001,0.0003,0.0002,0.0007,0.0001,0.0006,0.0001,0.0002,0.0008,0.0006,0.0005,0.0003,0.0008,0.0008,0.0001,0.0002,0.0006,0.0004,0.0002,0.0008,0.0007,0.0004,5.90E-06,0.0003,0.0001,0.0014,0.0009,0.0035,0,0.0002,0,0,0,0.0008,0.0003,9.83E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67E-05,0,0,0,0,0,0,0,0.0001,0,0,0,0,8.85E-06,0,0
80.8,80.8,0.0003,9.83E-05,0.0002,0,9.83E-05,0.0004,0.0004,0.0004,0.0009,0.0003,0.0002,0.0001,0.0002,0.0006,0.0009,0.0008,0.0007,0.0006,0.0002,0.0001,6.88E-05,0.0002,0.0005,0.0002,0.0002,0,0,0,0.0001,0.0007,0.0004,0.0004,0,0.0006,0,0,0,0.0003,0.0001,0.0001,0.0007,0.0001,0,0,0.0002,0.0002,0,0.0003,5.50E-05,0.0001,0,1.57E-05,0,0.0014,0.0007,0.0032,0.0002,0.0007,0,6.00E-05,0,0.0015,0.0004,0.0002,1.47E-05,0,0,0,0,0.0002,0,1.47E-05,0,0.0002,0,0.0001,0,0,0,0,0.0003,0,3.15E-05,0,0,0.0003,0,5.60E-05,0,0.0001,0,0.0002,0,9.83E-07,0.0002,0
81.05,81.05,0.0004,0,0.0001,0,0.0002,0.0005,0.0001,0.0005,0.0005,0.0002,0,5.01E-05,0,0.0003,0.0007,0.0004,0.0003,0.0003,5.50E-05,0,4.03E-05,0,0.0002,0.0005,0.0004,0,0,0,6.49E-05,0.0005,0.0004,0.0001,1.77E-05,0.0003,9.63E-05,6.88E-05,0.0002,0.0001,0.0005,0.0003,0.0009,0.0004,0.0003,0.0003,0.0003,0.0004,2.16E-05,0.0005,0.0006,0.0004,0,0.0004,0,0.0015,0.0011,0.0033,0.0003,0.0007,0.0002,0.0005,2.36E-05,0.0013,0.0005,0.0004,0.0002,7.47E-05,0.0001,0.0003,0,0.0001,0,1.97E-06,2.75E-05,1.38E-05,0,0,0,0,7.77E-05,0.0001,0,0,0,0,0,0,0,0,0,0,1.77E-05,0,0,0,0,0
81.3,81.3,0.0002,0,6.09E-05,0,3.93E-05,0,0.0001,0.0003,0.0005,0.0002,0,8.65E-05,6.78E-05,0.0002,0.0008,0.0004,0.0007,7.77E-05,7.27E-05,0.0001,7.77E-05,0.0001,0.0003,0.0005,0.0005,0.0005,0.0002,0.0002,0.0001,0.0005,0.0007,0.0004,0.0009,0.0007,0.0003,0.0002,0.0005,0.0005,0.0005,0.0004,0.0006,0.0002,0.0001,0,0.0002,0.0002,0.0004,0.0005,0.0007,0.0002,6.39E-05,0,9.04E-05,0.0013,0.0011,0.0033,0,7.18E-05,0,0,0,0.0006,0.0002,0,0,0,0,0,0,0,0,0,0,1.08E-05,0,0.0002,0,0,6.68E-05,0,0,0,7.08E-05,0,3.64E-05,0.0002,0,0.0002,1.57E-05,0,0,0.0001,5.70E-05,0,2.46E-05,5.01E-05
81.55,81.55,0.0003,0.0002,0.0003,0.0002,0.0002,0.0004,0.0003,0.0007,0.0005,0.0003,0.0002,0,0.0004,0.0005,0.0008,0.0008,0.0005,0.0005,0,0,0,0,0.0002,0.0001,0.0004,0.0002,5.41E-05,0,0,0.0002,8.55E-05,0.0002,0,0.0005,0,0.0001,0,0.0002,9.83E-06,0,0.0002,0.0002,6.98E-05,3.05E-05,8.45E-05,0.0002,0,0.0002,0.0002,0.0006,6.59E-05,0.0001,0,0.0017,0.0008,0.0037,0.0004,0.0007,0.0002,0.0003,7.57E-05,0.001,0.0005,0.0001,3.83E-05,2.46E-05,0,0,6.78E-05,0.0001,6.68E-05,0.0002,2.06E-05,8.95E-05,0,1.77E-05,0.0001,0,0.0003,8.55E-05,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0
81.8,81.8,0,0.0001,0,0,6.78E-05,8.85E-05,0.0006,0.0003,0.0006,5.90E-06,0,0,0,0.0003,0.0006,0.0001,0.0003,0.0001,0,6.98E-05,3.05E-05,0,0.0003,0.0001,0.0006,0.0001,0,0.0001,2.56E-05,0.0006,0.0004,0.0004,0.0004,0.0006,0.0003,0.0001,0,0.0008,0.0002,0.0005,0.0015,0.0007,0,0.0003,6.78E-05,0.0004,0.0001,0.0005,0.0004,0.0005,0.0003,1.47E-05,0.0002,0.002,0.001,0.0038,3.93E-05,0.0003,0.0003,0.0001,1.18E-05,0.0008,0.0006,1.18E-05,0,0,0,0,3.54E-05,0,0,1.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93E-05,0,6.88E-06,0,0
82.05,82.05,8.55E-05,0.0002,7.47E-05,3.83E-05,0,0.0002,0.0007,0.0004,0.0006,0.0005,0.0002,0.0002,3.15E-05,0.0005,0.0006,0.0008,0.0006,0.0005,0.0001,0.0004,0.0002,0.0005,0.0005,0.0008,0.0006,0.0002,4.82E-05,0.0004,0.0001,0.0008,0.0004,0.0003,8.85E-06,0.0005,0,5.70E-05,0,0.0002,3.15E-05,0,0.0003,0.0003,0,0,0,0.0001,0.0004,0.0002,0.0004,0.0001,2.06E-05,0,0,0.0017,0.0011,0.0032,0.0001,0.0006,0,2.26E-05,0,0.0004,7.18E-05,0,0,0,0,0,9.34E-05,7.18E-05,0.0008,0.0001,0.0002,0,0,0,0,0,1.97E-05,0,0,5.31E-05,0,0,0.0002,0,0.0001,0.0002,0.0002,0.0003,4.42E-05,7.57E-05,3.93E-06,0.0002,0,0
82.3,82.3,6.88E-05,0.0001,1.38E-05,0.0005,8.16E-05,0.0004,5.90E-05,0.0007,0.0005,3.44E-05,9.24E-05,2.16E-05,7.86E-06,0.0003,0.0008,0.0003,0.0003,0,0,0,0,0,4.72E-05,0.0005,0.0002,0.0001,0,0,0,0.0003,0.0002,1.18E-05,6.19E-05,0.0002,7.86E-06,0.0001,0.0001,0.0004,0.0002,0.0001,0.0006,0.0002,9.53E-05,0.0003,0.0002,0.0003,0,0.0006,0.0002,0.0001,0.0001,0.0004,0.0001,0.0015,0.001,0.0032,0.0004,0.0005,0.0004,0.0003,0.0001,0.0011,0.0005,0.0005,1.97E-06,0.0002,5.21E-05,0,2.26E-05,9.53E-05,0,5.01E-05,0,0,0,0,2.26E-05,0,5.90E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E-05,0
82.56,82.56,0.0002,0,3.64E-05,0,0,0,0.0004,0.0004,0.001,4.52E-05,0.0001,3.64E-05,1.97E-06,0.0004,0.0007,0.0004,0.0006,0.0003,0,0,0,0,0.0003,0.0001,0.0004,0.0003,0,0.0003,4.82E-05,0.0006,0.0003,0.0005,0.0004,0.0007,8.16E-05,0.0004,0.0001,0.0006,0.0004,0.0005,0.0003,0.0005,6.78E-05,0.0002,0.0004,0.0002,0.0004,0.0005,0.0005,0.0002,0.0003,6.78E-05,0,0.0011,0.0007,0.0034,0,0.0005,0,0,5.90E-05,0.0004,0.0003,0,0,0,0,0,2.95E-05,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,6.49E-05,0,0.0001,0.0002,0,0.0004,0,4.82E-05,0,0.0001,4.42E-05,6.98E-05,0
82.81,82.81,0.0002,0.0002,7.77E-05,0.0002,0.0003,0.0007,0.0006,0.0002,0.0009,0.0004,0.0004,3.15E-05,8.06E-05,0.0007,0.0009,0.0008,0.0004,0.0006,0.0002,0.0001,0.0002,0.0002,0.0002,0.001,0.0001,0,0,2.36E-05,0,0.0003,0.0002,0.0004,0.0003,0.0003,0,0,5.90E-05,0.0003,0,0,0.0011,0.0001,0,0.0002,0,9.24E-05,0,0.0002,0.0001,0.0002,0.0001,0,0,0.0015,0.0006,0.0036,0.0002,0.0007,0,0.0003,0.0001,0.0006,0.0007,0,0.0005,0,0.0002,0,0,0.0002,0,4.52E-05,8.16E-05,0,0.0001,5.31E-05,0.0001,0,0.0003,0.0002,0,3.74E-05,0.0002,0,0.0001,0.0001,0.0002,0.0003,0,2.36E-05,0,0,0,0.0001,0.0005,4.91E-05
83.06,83.06,0.0001,6.88E-06,0.0002,1.87E-05,0.0001,4.03E-05,0.0002,0.0003,0.0009,1.47E-05,7.86E-06,0,0,0.0002,0.0004,0.0004,5.21E-05,0.0002,0,0,0.0003,0,0.0002,0,0.0005,1.18E-05,0,0,0.0002,9.63E-05,0.0001,0.0002,0.0002,0.0005,4.13E-05,0,0,0.0004,0.0005,0.0003,0.0009,0.0004,0.0003,0.0002,0.0003,0.0002,0.0003,0.0004,0.0004,0.0006,0.0001,0.0003,0.0001,0.0016,0.0013,0.0033,0.0001,0.0007,0.0002,0.0004,8.85E-06,0.001,0.0007,0.0004,0,0,0,0,0,0,0,0,0,3.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.31,83.31,0.0002,0,0.0002,2.06E-05,0.0004,0.0002,0.0001,0.0002,0.0009,0.0006,7.47E-05,0,0,0.0004,0.0005,0.0007,0.0005,0.0006,0,0.0002,0,0.0002,0.0004,0.0007,0.0006,0.0004,0.0011,0.0003,0.0002,0.0006,0.0005,0.0004,0.0005,0.0006,0.0001,0.0002,0,0.0004,0.0002,0.0003,0.0004,0.0006,0,0.0004,0.0001,0.0003,0.0001,0.0005,0.0007,0.0002,0,0,0,0.0016,0.0006,0.003,0,0.0006,0,0.0002,0,0.0006,0.0002,0,0,0,0,0,0,0.0002,0,5.60E-05,0,5.50E-05,0,0.0001,0,0,0,6.49E-05,0,0,2.75E-05,0,0,0.0001,1.97E-05,0.0003,0.0002,0.0002,0,0.0003,0.0006,3.93E-06,0.0001,0
83.56,83.56,0.0004,0.0002,0.0002,0.0004,0.0005,0.0006,0.0004,0.0007,0.0003,0.0001,0.0002,0.0001,0,0.0005,0.0008,0.0005,0.0005,2.36E-05,0,0,0,1.87E-05,3.64E-05,0.0003,0.0002,0,0.0006,0,0,8.06E-05,0.0004,0.0001,6.68E-05,0.0003,8.85E-06,0,0.0001,0.0002,0.0002,0,0.0006,0.0004,0,0,1.18E-05,6.88E-06,7.18E-05,0.0004,0.0002,0.0003,0,0.0001,0,0.0017,0.001,0.0031,0.0005,0.0008,0.0002,0.0003,2.95E-06,0.0007,0.0003,0.0003,0.0002,0,0.0002,0,0,0.0002,0,0.0002,0,0,1.87E-05,7.57E-05,7.77E-05,3.05E-05,0.0001,0,0,4.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.81,83.81,0.0002,0,0,0,0.0002,0,0.0003,0,0.0005,0,0.0007,0,0,0,0.0008,0.0004,0.0004,9.93E-05,0,0,0.0002,0,0.0004,0.0002,0.0006,0.0003,0.0001,9.44E-05,0,0.0005,0.0001,0.0005,0.0001,0.0006,0,0.0003,2.26E-05,0.0003,7.67E-05,0.0002,0.0007,0.0006,0.0003,0.0005,0,0.0002,0.0002,0.0009,0.0008,0.0003,0.0001,0.0001,2.26E-05,0.0017,0.0007,0.0031,0.0001,0.0005,0.0001,0,0.0001,0.0007,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87E-05,0,0,0,1.18E-05,0.0004,0,0,0,1.57E-05
84.06,84.06,6.88E-06,0.0002,0,6.49E-05,0,0.0006,4.91E-05,0.0004,0.0006,0.0004,0.0003,0.0005,0.0001,0.0006,0.0007,0.0009,0.0005,0.0004,0.0003,0.0002,0.0003,0.0002,0.0005,0.0005,0.0003,0.0002,0,3.74E-05,5.60E-05,0.0005,0.0007,0.0003,0.0003,0.0003,3.74E-05,0,1.18E-05,0.0002,0.0003,0.0001,0.0003,3.93E-06,0,0,0,2.95E-06,5.50E-05,0.0001,0.0004,0,0,0,0,0.001,0.0009,0.003,0.0002,0.0004,5.11E-05,0,0,0.0005,0.0003,0,0,0,0,0,0,0,0,0,0.0001,0,3.34E-05,0,6.68E-05,0,0,0,0,0.0004,2.16E-05,0.0001,0,2.95E-06,8.45E-05,0,0,6.78E-05,0.0002,4.23E-05,0.0002,0.0004,0.0003,0
84.31,84.31,0.0004,0.0003,0.0003,0.0002,0.0002,0.0001,0.0003,0.0002,0.0006,0.0002,0,0,0.0002,8.55E-05,0.0007,0.0004,9.93E-05,9.44E-05,0,0,0,0,0.0002,0.0001,0,6.29E-05,0,0,0,0,0.0003,0,0.0005,0.0002,0,0,0.0001,9.14E-05,0.0003,0,0.0005,0.0003,0.0003,0,6.29E-05,7.27E-05,0.0002,4.62E-05,0.0003,0.0003,3.05E-05,0.0001,0.0004,0.0015,0.0011,0.0033,0.0005,0.0004,0.0001,0.0001,0.0003,0.0009,0.0002,0.0007,0.0002,0.0003,0,0,0.0002,0.0003,0.0001,0,0,0,0.0001,0,0,8.85E-06,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.56,84.56,3.64E-05,0,0,0,0,0.0001,9.73E-05,5.70E-05,0.0005,0.0004,0.0002,0,0,0.0001,0.0011,0.0005,0.0004,6.68E-05,5.01E-05,0,3.64E-05,5.90E-06,9.34E-05,0.0003,0.0005,7.86E-05,0.0002,0.0001,8.55E-05,0.0005,0.0002,0.0003,0.0003,0.0006,9.44E-05,8.85E-05,0.0003,0.0003,0.0003,0.0003,0.0006,0.0006,0.0003,0.0005,0.0005,0.0004,0.0003,0.0006,0.0006,0.0002,8.85E-05,0.0001,0,0.0012,0.001,0.0032,0,0.0003,0,0,3.34E-05,0.0004,0.0003,0.0001,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,6.98E-05,0,0.0002,0,0,0.0001,0.0003,0,0,0,0.0001,0,0.0001
