TimesH,Frame,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
121.08,121.08,7.47E-05,0,0,0,0,0.0002,0.0001,0.0002,0.0007,0.0001,0,3.54E-05,0,0.0002,0.0003,0.001,0.0002,0,0,0.0001,0,0.0001,0,0,0.0001,0,0,0,0,5.21E-05,0.0001,0,0.0003,6.00E-05,0,0,0.0003,0.0003,0,0.0001,0.0008,0.0003,0,8.06E-05,0,0,0.0001,0.0002,0.0005,3.83E-05,0,0,0.0002,0.0014,0.0007,0.0026,0.0001,0.0002,0.0003,2.65E-05,0.0004,0.0006,0.0004,7.86E-05,0.0003,0,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,3.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.33,121.33,0,0,0,0,0.0003,0,7.86E-06,0,0.0007,0.0002,0,0,1.47E-05,8.75E-05,0.0003,0.0006,0.0003,0.0001,0,0,0,0,0.0004,0,0.0007,0.0003,0,0,0,0.0003,4.92E-06,0.0001,0.0002,0.0005,0,0.0003,3.93E-06,0.0004,0.0004,0.0001,0.0004,0.0004,6.29E-05,0.0003,0.0002,0.0003,0.0002,0.0002,0.0004,0.0007,0.0002,7.67E-05,0.0001,0.0017,0.0008,0.0028,0.0002,0.0002,0,0,0,0.0004,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42E-05,0,0,0,6.49E-05,0,0,0,0,7.77E-05,0,0,3.15E-05,0,5.60E-05,0
121.58,121.58,0.0004,0,0.0002,0,0.0001,0.0003,0.0004,3.83E-05,0.0009,8.95E-05,0.0002,6.39E-05,2.36E-05,0.0003,0.0005,0.0007,0.0002,0.0003,0.0001,0.0004,0,0.0001,4.42E-05,0.0002,0.0007,8.45E-05,0.0001,0.0001,0,0.0005,0,0.0004,6.39E-05,0.0003,4.92E-06,0,0,0.0001,0.0003,0,0.0003,0,0.0002,0,8.65E-05,0,0,0.0002,0,0,0,0,0,0.0012,0.0005,0.0025,0.0006,0,0.0001,0,0,0.0003,0.0002,0,0,8.85E-05,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,3.24E-05,0,6.59E-05,0,3.93E-06,8.26E-05,0,8.85E-05,0,0,0,6.09E-05,0.0002,0,0.0001,0,0
121.83,121.83,0.0003,0.0003,0,0.0001,6.39E-05,0.0002,6.29E-05,0.0003,0.0005,0.0002,5.70E-05,0.0002,0,0.0005,0.0006,0.0008,0.0002,0.0004,0,4.91E-05,0,4.82E-05,3.83E-05,0,0.0001,2.95E-05,0,0,0,0.0001,0.0001,1.67E-05,0,0.0001,6.88E-06,0,0,0,1.57E-05,0.0002,0.0001,0.0002,3.74E-05,0,0,0,4.52E-05,0.0001,0.0003,9.34E-05,0.0001,0,0,0.0014,0.0009,0.0026,0,0.0002,0,0,5.80E-05,0.0004,0.0005,0,0.0003,0,0.0001,0,0,0.0001,4.82E-05,6.88E-06,0.0002,0,0.0002,0,2.75E-05,4.23E-05,5.21E-05,0,0,0,9.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0002
122.08,122.08,0,0,0,0,0,7.86E-06,0,4.42E-05,0.0002,0.0001,0,0,0,0.0003,0.0006,0.0004,0.0003,0.0002,0,0,0,0,3.05E-05,0.0001,2.16E-05,0.0002,0,2.95E-05,1.57E-05,0,0.0001,9.63E-05,0.0004,0.0003,0,0.0001,0.0004,0.0002,0.0001,8.85E-05,0.0004,0.0005,0.0002,0.0004,0.0004,2.95E-05,0.0003,9.24E-05,0.0005,0.0004,7.37E-05,0.0001,0.0003,0.002,0.0012,0.0028,0.0004,9.53E-05,0.0002,0.0002,0.0003,0.0006,0.0004,0.0004,0,0,3.44E-05,0,0,0,8.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.33,122.33,0.0002,0,0,0,0,0,0,9.73E-05,0.0005,0,0.0001,0,0,0.0001,0.0004,0.0003,0.0004,0,5.90E-06,0,0.0002,0,0.0004,0.0001,0.0001,0.0002,0,0,0.0001,0.0004,0.0002,5.01E-05,0.0004,0.0002,0.0002,0,0.0002,0.0002,0.0002,0.0003,0.0007,0.0003,0.0001,0,0.0001,0.0001,0.0002,0.0006,0.0004,0.0006,0,0.0002,1.47E-05,0.0018,0.001,0.0025,0.0001,0.0002,0.0002,5.21E-05,0.0001,0.0011,0.0001,0.0003,0,0,0,8.26E-05,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.58,122.58,0.0002,0,7.86E-05,0,3.83E-05,0,0.0003,0.0003,0.0007,3.05E-05,0.0001,0,0.0002,0.0002,0.0005,0.0005,0.0005,0.0002,1.47E-05,0,0.0002,0,0.0005,0.0002,0.0005,0.0002,0.0001,9.83E-06,9.83E-05,0.0004,0.0001,0.0002,0.0001,0.0005,0.0001,0,0,0.0002,0.0004,0.0001,0.0002,0.0003,0,2.95E-06,0,0.0004,0,0.0003,0.0002,0.0001,0,0,0,0.001,0.0004,0.0025,0,0.0005,0.0001,7.27E-05,0,0.0005,0.0004,0,0,0,0,0,0,0,7.86E-06,0,0,0,0,0,2.95E-06,0,0,0,0,7.86E-06,0,0,0,0,0,0.0001,0,0.0003,0,0.0002,0.0002,0,6.78E-05,0.0001
122.83,122.83,0.0003,0,0.0003,9.83E-05,0.0002,9.04E-05,7.96E-05,0.0004,0.0006,0.0001,8.16E-05,0.0002,0.0001,0.0002,0.0009,0.0006,0.0004,0,5.80E-05,8.45E-05,0,0,0.0005,8.75E-05,0.0003,0,0,1.28E-05,0,0.0002,0.0002,0.0004,0.0002,0.0005,0,0.0002,0,0,0.0002,0,0.0003,0.0004,0.0001,0.0001,0.0003,0.0004,0.0002,0.0004,0.0002,0.0002,0,1.87E-05,0,0.0017,0.001,0.0023,0.0002,0.0003,0.0001,0,0.0002,0.0009,1.97E-06,0.0002,0,9.53E-05,0,0,0,0,0,0,0,0,3.93E-05,0,0,0.0002,0.0002,0.0002,0.0001,0.0004,0,0,0,0,0,0,0,0,0,5.70E-05,0,0,0,1.97E-05
123.08,123.08,0,0,0,0.0001,0,0.0002,1.57E-05,0.0002,0.0007,0.0001,0,0.0002,0.0002,0.0003,0.0006,0.0002,0.0003,0.0002,0.0003,0.0003,0.0002,0.0002,0,0.0005,0.0003,0.0004,2.85E-05,0,0,0.0004,0.0007,0.0002,0.0007,0.0005,0.0001,0.0003,2.26E-05,0.0003,4.23E-05,0.0002,0.0003,0.0003,0,0,0,6.98E-05,0.0001,0.0002,0.0003,0,0,0,0,0.0013,0.0006,0.0031,0.0003,0.0004,0.0001,3.64E-05,0.0002,0.0005,0.0003,9.73E-05,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,2.26E-05,0,0,0,0,0.0001,0,0,0.0001,0,0,0,0,0,0.0002
123.33,123.33,0.0004,0,7.67E-05,9.93E-05,0.0003,0.0004,0.0003,0.0003,0.0003,7.77E-05,0,2.36E-05,7.67E-05,0.0003,0.0007,0.0005,0.0002,0.0002,0,1.47E-05,0.0001,0,0.0001,0.0002,0.0002,0.0002,0.0001,0,7.37E-05,8.65E-05,7.86E-05,0,0,0.0001,0,0,2.65E-05,0.0003,0.0002,0,0.001,0.0003,0.0001,0.0001,0.0001,3.15E-05,0.0002,0.0005,0.0003,0.0003,7.86E-05,9.34E-05,2.75E-05,0.0014,0.0009,0.0025,0.0001,0.0002,0.0002,4.23E-05,2.56E-05,0.0008,0.0002,0.0004,0.0002,0,0,0.0002,0,1.87E-05,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.58,123.58,6.78E-05,0,6.78E-05,0,0,0,0.0002,0.0002,0.001,0.0002,0.0003,0,0,0.0002,0.0008,0.0003,0.0002,5.90E-05,2.26E-05,0,0.0001,0,0.0005,0.0002,0.0006,0.0002,0.0003,8.26E-05,0.0006,0.0003,0.0001,0.0003,0.0002,0.0007,0.0002,0.0003,0.0003,0.0002,0.0004,0.0004,0.0003,0,0,0.0001,0,0.0003,7.18E-05,0.0004,0,0.0001,0,3.83E-05,0.0001,0.0012,0.0006,0.0021,0.0002,0,0,0,0,0.0009,7.86E-05,8.85E-05,0,9.53E-05,0,0,0,0,3.74E-05,0,8.85E-05,0,0.0001,0.0001,0,0,0,0,0,3.54E-05,0,0.0001,0.0003,0,0.0002,0,0,2.95E-05,0,0,0,0.0002,0,5.11E-05
123.83,123.83,0.0002,0.0003,0.0001,0.0002,0.0002,0.0001,0.0002,0.0002,0.0005,0.0002,0,0,0,0.0003,0.0005,0.0002,0,0,0,0,0,0.0001,0,0.0002,0.0002,0.0006,0,1.77E-05,0,0.0003,0.0003,0.0007,9.24E-05,0.0002,0.0001,0.0002,0,0.0001,0.0003,0.0004,0.0004,0.0003,0.0003,0.0001,0.0001,0.0001,0.0002,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0016,0.0005,0.0025,0.0002,0.0002,0.0003,0.0001,0.0002,0.0007,0.0006,0.0003,0,0,0,3.15E-05,5.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124.08,124.08,5.60E-05,0.0002,0,0.0002,0,0.0002,0,0.0003,0.0004,0.0004,3.64E-05,0.0003,0,0.0003,0.0005,0.0005,0.0001,0.0002,0,0.0002,0,0.0003,0.0001,0.0005,0.0005,0.0002,8.16E-05,0.0002,0,0.0005,0.0003,0.0001,0.0005,0.0004,0.0001,5.01E-05,0,0.0005,0,0.0003,0.0003,9.83E-06,0,0,0,8.26E-05,8.75E-05,1.18E-05,0.0004,0,8.95E-05,0,0,0.0011,0.0009,0.0021,0,6.49E-05,0,0,0,0.0003,0.0002,0,0,0,0,0,0,0,5.90E-06,0,8.26E-05,7.47E-05,3.34E-05,0,0,1.67E-05,0,0,0,0,0,0,1.67E-05,0,9.53E-05,0,0,4.92E-06,0.0002,2.16E-05,2.95E-05,0.0002,0,6.00E-05
124.33,124.33,0.0002,0.0002,0,3.93E-06,0,0,5.90E-06,0.0001,0.0003,9.93E-05,0,0,0,0.0003,0.0003,0.0005,0.0006,0.0002,0,0,0,0,0,0.0001,0.0002,0.0002,0,1.97E-05,0,6.88E-05,0.0001,0.0002,0,0.0006,0,0,7.77E-05,0.0005,0.0001,0.0002,0.0003,0.0002,0,0.0002,0.0003,0.0003,0.0002,0.0002,0.0005,0.0003,6.00E-05,7.96E-05,0,0.0015,0.0003,0.0025,0.0003,6.49E-05,0,3.83E-05,0.0002,0.0006,0.0006,0,0,4.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124.58,124.58,0.0002,0,0.0002,0,0.0001,7.47E-05,8.45E-05,0.0001,0.001,0.0001,0,0,0,0.0002,0.0005,0.0005,0.0001,0.0003,0.0002,0.0002,0.0001,2.95E-06,0.0004,0.0004,0.0006,0.0003,0.0002,1.18E-05,0.0001,0.0003,5.60E-05,0.0003,0.0002,0.0002,0,6.19E-05,9.63E-05,0,0.0003,3.34E-05,0.0004,1.47E-05,0,0,0,0,0,0.0005,7.27E-05,0.0002,0.0003,0,0,0.0011,0.0008,0.0019,0.0002,0,0.0001,0,0,0.0007,0.0003,5.80E-05,0,0.0001,0,0,0,0,0,0,0.0002,0.0002,0,0,0,9.93E-05,9.53E-05,0,0.0002,0,0,5.21E-05,0,6.19E-05,0,0.0001,3.64E-05,0,5.60E-05,0.0002,0,0.0005,0,0.0001
124.83,124.83,0.0005,0.0003,0.0001,0.0003,6.29E-05,0.0006,0.0002,0.0002,0.0007,0.0003,2.06E-05,0.0004,1.47E-05,0.0007,0.0007,0.0005,0.0003,0.0003,1.28E-05,0.0001,0,0.0002,0.0002,0.0002,9.24E-05,1.38E-05,0,0,0,0.0002,0.0002,0.0003,7.08E-05,0.0002,0,0,0,1.67E-05,0,0,0.0006,7.27E-05,0,0,0,0,4.91E-05,2.95E-05,0.0003,0.0003,0,0,0,0.0013,0.0009,0.0025,0,0.0002,0,8.36E-05,5.70E-05,0.0006,0.0001,0.0001,0,0,0,0.0002,0,8.65E-05,0.0001,0.0001,0,0,0.0001,0,7.86E-06,0.0005,0,7.47E-05,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125.08,125.08,6.88E-06,0,0,0,0,7.18E-05,0.0001,7.18E-05,0.0007,0,1.38E-05,0,0,0.0004,0.0003,0.0004,0.0003,0.0002,0,0.0001,0,0,1.57E-05,0.0001,0.0003,0.0001,0,0.0003,0,0.0004,4.72E-05,0.0002,0.0002,0.0005,0,0.0003,0,0.0003,0.0003,0.0002,0.0003,0.0005,0,0.0005,0,0.0003,5.01E-05,0.0004,0.0005,0.0004,0.0002,0.0002,7.96E-05,0.0017,0.0005,0.0024,0,0.0001,0,0.0002,0,0.0009,0.0001,0,0,0,0,0,0,0.0001,0,0,0,5.90E-06,0,0,0.0001,0,0.0002,0,0,0,3.93E-06,0,0,0,0,0,0,0,0,2.65E-05,0,0,0,0
125.33,125.33,0.0002,0.0001,0,0,0.0001,0,0.0002,0.0005,0.0013,0.0002,0.0002,0,0.0001,0.0002,0.0004,0.0009,0.0006,9.14E-05,0.0002,0,0,0.0001,0.0002,0.0004,0.0002,3.93E-05,0,0,0,1.57E-05,0.0002,5.11E-05,1.87E-05,0.0001,7.37E-05,0,4.33E-05,8.06E-05,7.86E-06,0,0.0003,0.0002,0,0,0,0,0,0.0001,0.0002,0,1.57E-05,0,0,0.0011,0.0004,0.0023,7.57E-05,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0,0,0,0,0,0.0001,0,4.23E-05,0,0.0002,0,0.0002,0,4.52E-05,0.0001,0,7.18E-05,0,0,0,0,0.0002,0,0.0004,9.83E-07,0,0,0,0,0,7.67E-05,0,0
125.58,125.58,7.47E-05,6.19E-05,0,0,0,0,0.0002,0.0003,0.0005,0,0,0,0,5.11E-05,0.0007,0.0003,0,0,0,0,3.93E-06,0,0,8.85E-05,0.0005,0,0,0,0,0.0003,0.0001,0.0002,4.52E-05,0.0005,0,0.0003,0,0.0002,9.83E-05,0.0004,0.0005,0.0006,0,6.39E-05,8.26E-05,0.0006,0.0002,0.0002,0.0003,0.0002,0.0002,0.0003,0,0.0016,0.0006,0.0027,0,0.0005,0.0002,0.0002,1.87E-05,0.0006,6.88E-06,0.0003,0.0001,1.47E-05,0,5.90E-06,0,0,6.49E-05,1.18E-05,0,0,0,0,0,0,0,0.0001,0.0001,4.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125.83,125.83,0,0,4.92E-06,0,0.0002,0.0002,0.0002,1.97E-05,0.0009,7.96E-05,0.0002,0,0.0001,0.0001,0.0004,0.0006,0.0005,0.0003,0,8.85E-06,0,2.46E-05,0.0006,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0006,0.0002,0.0002,0.0003,0.0005,4.13E-05,0.0003,0,0.0003,0.0006,0.0004,0.0002,0.0004,0,0.0002,4.72E-05,0.0004,0.0002,0.0003,0.0003,8.75E-05,0,0.0004,0,0.0014,0.0003,0.0024,0,0,0,0,0,0.0003,0.0001,0.0002,0,0,0,0,3.54E-05,0,0,0,0,2.65E-05,0,0,0,1.97E-05,0,9.83E-06,0,0,0,0,0,0,9.24E-05,0,6.49E-05,0,0,0.0002,0,6.98E-05,0,5.50E-05
126.08,126.08,0.0001,0.0002,8.36E-05,0.0003,0,0.0004,0.0001,0.0004,0.0008,0.0003,0,0.0002,0,0.0006,0.0007,0.0006,0.0003,0.0002,0,0.0001,0,0.0003,0.0003,0.0002,9.44E-05,0,0,0,0,0.0003,0.0006,3.05E-05,0,0.0003,0,0,0,0.0003,0,2.06E-05,0.0004,0.0001,0,0,0,0,8.36E-05,6.49E-05,0.0002,0.0002,0,0,0,0.0018,0.0006,0.0031,0.0003,0,0.0005,0.0002,0.0003,0.0006,0.0004,7.18E-05,0,0.0001,6.68E-05,0,2.46E-05,0.0002,1.38E-05,0.0003,0.0002,0,0,5.41E-05,7.27E-05,0.0001,0,0,0,9.44E-05,0,0.0006,0,0.0001,4.92E-06,0,0,0,0,0,0,8.85E-05,0,0
126.33,126.33,0,3.64E-05,2.06E-05,0.0001,0,3.34E-05,5.90E-06,9.93E-05,0.0002,0.0004,0,0,0,0.0001,0.0005,0.0003,0.0006,0,0.0001,0,6.98E-05,0,0.0003,0.0004,0.0003,0.0002,9.34E-05,0,3.83E-05,0.0003,0.0004,0.0001,5.90E-06,0.0005,2.85E-05,0.0002,0.0002,8.95E-05,0.0005,0.0002,0.0005,0.0002,0.0002,0,0.0002,0.0003,0.0003,0.0008,0.0004,0.0005,0.0002,2.36E-05,0.0001,0.0015,0.0009,0.0026,1.77E-05,0,9.04E-05,0,2.56E-05,0.0006,0.0004,8.36E-05,0,0,0,0,0,0,6.59E-05,0,7.27E-05,0,0,0,0,0,0,0,0,8.16E-05,0,0,0,0,0,0.0003,0,0.0003,0,0,0,0,0,0
126.58,126.58,0.0004,2.16E-05,0,9.63E-05,0.0001,0.0005,6.09E-05,0.0005,0.001,0.0004,5.80E-05,0.0001,8.06E-05,0.0001,0.0006,0.0006,0.0005,0.0004,0.0002,0.0001,0.0004,0.0002,0.0003,0.0005,0.0003,0,7.77E-05,2.36E-05,0.0004,0.0002,0.0003,0,0.0001,0.0001,0,0,0.0003,2.26E-05,0.0002,0,0.0004,0.0001,0,0,0,0,0,5.21E-05,6.49E-05,0.0002,0,0,0,0.0013,0.0008,0.0023,0.0002,0.0003,0,1.97E-05,0,0.0006,0.0004,0.0002,0,7.86E-05,0,8.85E-05,0,6.49E-05,0,0,8.85E-06,0,4.82E-05,0,0,0,0,0.0001,0,5.90E-05,0,8.85E-05,0,0.0001,0.0001,0.0001,6.59E-05,0,0,0.0001,0,0,0,0
126.83,126.83,7.27E-05,1.08E-05,0,0,0,0.0002,3.44E-05,0.0003,0.0005,0,0,0,0,0.0003,0.0005,0.0004,0,0.0002,0,0,0,0,0,0.0002,0.0002,0.0002,4.72E-05,0.0001,0,0.0008,0.0001,4.23E-05,0,0.0007,0,0.0001,5.90E-06,0.0003,0.0002,2.75E-05,0.0004,0.0003,0,0.0002,0,0.0004,6.29E-05,0.0004,0.0007,0.0004,0,0.0001,0,0.0015,0.0006,0.0027,3.15E-05,0.0003,1.28E-05,0.0003,0,0.0008,0.0002,2.36E-05,0.0001,0,0,9.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127.08,127.08,0.0001,0,0.0002,0,0.0002,0.0002,0,0.0004,0.001,6.98E-05,0.0002,0,5.60E-05,0.0004,0.0009,0.0004,0.0002,9.53E-05,5.21E-05,0,0.0001,2.75E-05,0.0005,6.39E-05,0.0007,0.0003,0.0001,0.0002,3.05E-05,0.0006,0.0003,0.0006,0.0002,0.0006,0.0001,0.0005,0,0.0004,0.0005,0.0004,0.0004,0.0004,0,0.0004,0,0.0002,1.38E-05,0.0003,0.0001,0.0006,0,0.0002,0,0.0009,0.0004,0.0023,0,0.0002,0,0,0,0.0003,0.0002,0,0,0,0,0.0001,0,0.0002,0,0,0,0,0,2.06E-05,0,0.0001,0,0,0,0,0,2.36E-05,0,0,0,0.0001,0,0,0,3.93E-05,0,0,0,0
127.33,127.33,0.0002,0,0.0004,0.0002,0,0.0001,0.0001,0.0003,0.0005,0.0005,0.0002,9.83E-06,2.95E-05,0.0005,0.001,0.0004,0.0006,0,0,0,0,1.77E-05,0,1.67E-05,0.0004,8.75E-05,0,0,1.08E-05,0,0.0001,1.38E-05,5.90E-06,0,0,0,0,0,2.06E-05,0,0.0003,1.77E-05,0,0,0.0001,2.56E-05,0.0001,0.0002,0.0002,2.36E-05,4.42E-05,0,5.21E-05,0.0011,0.0008,0.0025,0.0001,0.0002,0.0002,0,0,0.001,0.0001,4.03E-05,0,0.0001,0,0,0,0,0.0002,0,3.15E-05,4.82E-05,0,0.0001,1.18E-05,5.70E-05,0,0,4.23E-05,0.0003,0,5.21E-05,0,0.0003,0,0,0,0,0,9.63E-05,0,0,0,0
127.58,127.58,1.38E-05,0,0,0,0,0,0,0.0002,0.0004,0,0,0,0,0.0003,0.0006,0.0002,0.0003,0,0,0,0,0.0002,0,0.0002,0.0003,0.0001,0,0,0.0001,0.0002,0.0004,0,0.0004,7.08E-05,6.19E-05,0,0.0001,0.0002,0.0001,9.63E-05,0.0005,0.0003,0.0002,0,0.0004,0.0002,0.0001,0.0002,0.0004,0.0003,5.80E-05,0.0001,3.74E-05,0.0011,0.0009,0.0023,0.0001,0.0003,0.0002,0.0002,0.0002,0.0007,0.0005,0.0001,0.0001,0,2.65E-05,0,0,5.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,6.88E-06,0,0,0,0.0001,0,0,0.0001,0,0,0,0
127.84,127.84,0.0005,0,0,0,8.75E-05,8.55E-05,0.0003,1.08E-05,0.0009,0.0006,0,4.62E-05,0,0.0005,0.0004,0.0004,0.0005,0.0005,0.0001,0,0,0.0002,0.0004,0.0003,0.0008,0.0003,0.0001,9.73E-05,1.87E-05,0.0005,0.0003,0.0003,0,0.0005,0,8.55E-05,1.38E-05,0.0005,0,0.0003,0,0,0,0,0,0.0001,0,0.0003,0.0001,0.0001,0,0,0,0.0017,0.0002,0.0033,0.0001,0.0003,0,7.86E-06,0,0.0006,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86E-06,0,0,0,8.55E-05,0,0,0,0,0,0,0,0,0,0,9.93E-05,6.49E-05,3.64E-05,9.93E-05,0
128.09,128.09,0.0004,0.0002,0.0003,0,0.0001,0.0001,0.0002,0.0003,0.0004,0.0001,0,0,0.0001,0.0002,0.0009,0.0006,0.0004,0.0001,0,0,0,0,0,0.0002,0.0004,0,0,3.74E-05,0,9.83E-06,0.0004,0,2.65E-05,9.24E-05,0,0,0,0,0.0003,0,0.0004,0.0005,1.77E-05,5.90E-06,0.0002,0.0002,1.77E-05,0.0002,0.0003,0.0004,0,6.88E-05,0,0.0017,0.0008,0.0025,0.0004,0.0001,0.0001,0.0001,4.72E-05,0.0006,6.68E-05,0.0002,0,7.27E-05,0,0.0002,0,0,0.0002,0,0,0,0,0,0,0.0003,0,0.0001,0,1.38E-05,0,0,0,0,0,0,0,0,0,0,0,6.98E-05,0,0
128.34,128.34,0,0,0,0,0,0.0002,0,9.53E-05,0.0004,0.0003,0,0,0,0.0003,0.0006,0.0005,0.0002,0.0002,0,0,0,0.0001,0,0.0005,0.0004,0.0002,0.0006,0.0001,3.93E-05,0.0002,0.0004,0.0003,0.0002,0.0004,6.29E-05,0.0002,4.72E-05,0.0006,0.0002,0.0003,0.0007,0.0008,0,0.0004,0.0001,0.0004,0.0003,0.0002,0.0004,0.0004,0,0.0001,7.86E-05,0.0014,0.0005,0.0027,0.0002,0.0002,0,0,0,0.0006,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0
128.59,128.59,0,9.14E-05,0.0003,0,0.0006,4.03E-05,0.0003,0.0003,0.0006,0.0002,0.0002,0,0.0002,5.70E-05,0.0007,0.0006,0.0005,0.0002,0,0.0002,0.0002,0.0004,0.0005,0.0003,0.0003,0,7.57E-05,0,8.95E-05,0.0001,0.0006,0.0004,8.45E-05,0.0003,0,0,0.0002,0,0.0003,0,1.57E-05,0,0,0,0,0,1.57E-05,0.0004,0,0.0003,0,0,0,0.0012,0.0006,0.0021,0,0.0002,0,0,0,0.0006,9.53E-05,0,0,0,0,5.60E-05,0,0.0001,0.0002,1.87E-05,0,3.24E-05,0,0,0,2.75E-05,0,0.0003,0.0002,0,0.0001,8.26E-05,0,0.0001,3.93E-06,0.0001,0,2.65E-05,0,9.34E-05,0.0002,0.0001,0,0
128.84,128.84,0.0001,5.41E-05,8.55E-05,0,0,0.0002,0,0.0003,0.0006,0,3.74E-05,0,0.0004,2.95E-05,0.0006,0.0004,0.0002,0,0,0,0,0,6.78E-05,0,0,0.0003,0,0.0001,0.0001,4.33E-05,0.0002,0.0002,0.0005,0.0001,4.03E-05,0,9.83E-06,8.65E-05,0.0003,0,0.0004,0,0,0,5.11E-05,4.13E-05,0,9.14E-05,5.90E-05,0.0004,0.0002,2.26E-05,5.80E-05,0.0011,0.001,0.0023,0.0003,0.0002,0.0003,0,0.0002,0.0007,7.86E-05,0.0004,0.0001,0.0003,0,0.0002,0,1.97E-06,0,7.08E-05,0.0005,0,0,0,0,0,0,0,0,0,0,3.54E-05,0,0,0,2.95E-06,0,0,0,0,0,0,0,0
129.09,129.09,0.0001,0,0,0.0002,0,0.0003,0.0004,0.0004,0.0006,0.0001,0.0001,0,0,0.0001,0.0006,0.0005,0.0005,0.0002,2.56E-05,1.87E-05,0.0003,8.36E-05,0.0004,0.0003,0.0005,0.0004,0.0003,4.62E-05,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,8.55E-05,0.0002,0.0003,0.0005,0.0003,0.0002,0.0003,0.0002,0,0.0003,0.0002,0.0007,0.0002,0.0003,5.50E-05,0,0,0,0.0016,0.0009,0.0021,7.08E-05,0.0002,0,0,0,0.0004,9.83E-05,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,9.04E-05,0,0.0001,9.83E-07,0,0,0,0,0,0.0001,4.42E-05,0,0,0,0,0.0002,1.67E-05
129.34,129.34,0.0002,0.0002,0,0.0002,0.0001,9.73E-05,0.0003,0.0003,0.0009,9.53E-05,0.0003,5.50E-05,3.24E-05,0.0004,0.001,0.001,0.0003,0.0002,0,4.92E-06,0,0,0,7.57E-05,0,0,0,0,0,0.0003,7.18E-05,0,0,0.0002,0,0,0,0.0001,0.0001,0.0002,0.0005,0.0004,0,0.0003,0,0.0001,0,0.0001,0.0003,5.41E-05,8.45E-05,3.24E-05,0,0.0017,0.0005,0.0022,9.83E-05,0.0005,0,0.0002,0,0.0007,0.0004,0,0.0002,0,0,0.0003,3.34E-05,0.0001,0,0.0002,3.64E-05,0.0002,4.82E-05,4.42E-05,0,0,0,0,1.57E-05,0,8.55E-05,1.18E-05,8.85E-05,0.0002,0,0.0002,0,0,0,0,0,8.45E-05,0.0001,0
129.59,129.59,0.0003,0,0,0,0,0,0,0.0005,0.0003,0.0003,0,0,0,9.24E-05,0.0007,7.96E-05,0.0003,6.78E-05,0.0002,0,0,8.26E-05,0,0.0002,0.0006,0,9.24E-05,8.85E-06,0.0001,6.88E-05,5.31E-05,3.54E-05,7.08E-05,0.0002,6.78E-05,2.46E-05,0,0.0002,0.0007,0,0.0007,0.0003,4.92E-06,0.0002,0.0001,0.0006,6.29E-05,0.0003,0.0003,0.0007,0,0.0001,3.34E-05,0.0017,0.0005,0.0023,6.49E-05,0.0004,1.77E-05,8.75E-05,0.0003,0.0008,0.0001,0.0002,0,0,0,3.24E-05,0,0,0,0,0,0.0003,0,5.60E-05,0,0,0,0,0,0,0,0,0,3.64E-05,0,0,0,5.90E-06,4.42E-05,3.83E-05,0,0,0.0003,0
